mediaid,name_screen,caption,comments,likes,related_player_id
368306,stephencurry_mvp30,"Gm#dubnation it鈥檚 game day against the Mavericks let鈥檚 get the w 馃殌 #stephencurryvideo #stephencurry 馃弨X鈿斤笍",6,135,324599988
401818,arosedits,"had to start my new theme w this softie :]
ac @lovingrizi / cc o.rbital / sc shansedits
for @scurryfilms ty for the clips you legend
[#stephcurry #stephencurry #stephencurryedit #stephcurry #omlpage #omgpageedit #omgpage #videostarapp #videostar #videostaredit #gonegrp #youtube #youtubeedit]",14,168,324599988
904169,stephencurrybae30,"Hey guys sorry for being inactive but I鈥檓 back now 馃拲 #stephencurry",3,114,324599988
315393,stephencurry_mvp30,"Gn#dubnation got the w 馃殌#stephencurry #stephencurryvideo",11,108,324599988
864457,stephencurry_mvp30,"Gm#dubnation it鈥檚 game day against the bulls let鈥檚 get the w #stephencurryvideo #stephencurry",7,256,324599988
376104,stephencurry_mvp30,"Gn#dubnation it鈥檚 game day tomorrow #stephencurry #warriors",8,118,324599988
287151,stephencurry_mvp30,"Gm#dubnation it鈥檚 game tomorrow馃殌 #stephencurry",17,120,324599988
307442,stephencurry_mvp30,"Gn#dubnation 馃拲 #stephencurry",20,162,324599988
675757,e.urhythmic,"got em sayin wow 馃槼
okay perhaps i love this man w everything i am,,,
also yall see how slick my watermark was 馃槑
ac deadaudio
oc crustytutorials
dt tagged + @hybridnik [thank you for some of the scenes !!] + @alexeical [i will MAKE YOU stan him]
#mcuwebheadgrp",39,313,324599988
456459,steph._kyrie.mix,"Wet wet curry half court vc: @igetnobuckets",1,14,324599988
255022,stephencurry_mvp30,"It鈥檚 game day tomorrow #dubnation #stephencurry",10,309,324599988
905731,arosedits,"@stephencurry30 ily
ac drizzyaudios / cc o.rbital / sc shansedits
for me because he鈥檚 my baby and anyone else who likes him <3
[#stephencurry #stephencurryedit #stephcurryedit #stephcurry #omgpage #omgpageedit #omlpage #videostar #videostaredit #videostarapp #youtube #youtubeedit #gonegrp]",17,103,324599988
763591,stephencurry_mvp30,"Gm#dubnation馃敟 #stephencurry",23,320,324599988
100760,stephencurry_mvp30,"Gn#dubnation got the w The mvp finished with 42pts,5reb,2ast #stephencurryvideo #stephencurry",12,87,324599988
213028,stephencurry_mvp30,"Gm#dubnation it鈥檚 game day let鈥檚 get the w #stephencurryvideo #stephencurry",30,193,324599988
762858,splashbrosaf,"Ignore the glitches 馃槶馃槫
鈥?dt @swxggynation ofc",3,63,324599988
175208,stephencurry_mvp30,"Gm#dubnation it鈥檚 game day let鈥檚 get the w #stephencurryvideo #stephencurry",17,136,324599988
587463,stephencurry_mvp30,"Gn#dubnation it鈥檚 game day tomorrow sorry I didn鈥檛 post today I was busy #stephencurryvideo #stephencurry",26,168,324599988
411691,splashbrosaf,"馃サ馃い
鈥?Fatass DT to @hybridnik thx for the clips 馃槝",14,386,324599988
296066,nba_basketballl_,"@stephencurry again smashes from far away
- Curry bildi臒iniz gibi. FOLLOW US
Follow @Curryreels for more Steph Curry videos! 馃悙
Via @curryreels #goldenstatewarriors
#nbafinals #nba #stephencurrymvp #stephencurryedit #basketball #strengthinnumbers #gsw #underarmour #wardellcurry30 #gswarriors #stephgonnasteph #stephencurry30",0,119,324599988
245255,splashbrosaf,"Y鈥檃ll really thought 馃サ
(First post of 2019 skinnies馃槫鉂わ笍)",2,268,324599988
338077,p.aciflc,"饾櫒饾櫊饾櫀饾櫓饾櫄饾櫁饾櫎饾櫀饾櫑饾櫃 饾櫏
刷岬€岽纯岬€岽滇春岽?岽坚稜岫?岬€岽瘁幢 岽横幢岬?岬炨幢岽纯刷 岽酷吹岽翅创岬€
btw idk what that line is in the middle but it took 40 minutes just to color and sorry if it鈥檚 annoying but I didn鈥檛 know how to fix :/
.........
happy New Years! Sorry I couldn鈥檛 make a New Years edit I have been very busy and I wasn鈥檛 feeling too well yesterday but I hope you all had an amazing year and this heat will be even better. This year I made so many new friends that have helped me through so much and have kept me company when I was lonely. If I tag you that means you were a great friend to me this year and I appreciate you. (I鈥檓 tagging my internet friends so if you are my irl friend don鈥檛 worry)
__
鈭?-dt: tagged
鉁?-ac: 
__
鉃?- #omgpage #edit #multifandom #Explorepage #omgedit #editing
#merrychristmas #reactionpic #reactionpics #reactionpictures #meme #memeedit #memesedit #videostar #videostaredit #stephencurry #stephencurryedit #stephcurry #stephcurryedit #happynewyears2019 #newyears #newyearsedit",20,119,324599988
954621,stephencurry_mvp30,"Happy New Years 馃巻Thank u for an amazing 2 years on this account it鈥檚 been a journey and I never thought I would get here I couldn鈥檛 of done it without u guys 馃挋but I鈥檓 excited for what the new year brings love all you guys馃挋 @9rix7 @jesusmorales7470 @_thecurryfamily @stephencurry30highlights @stephlayups @curry4three__ @frostylayup",38,140,324599988
758871,stephencurry_mvp30,"Gn#dubnation got that w Steph finished with 34pts,9reb,4ast馃悙 #stephencurry #stephencurryvideo",13,104,324599988
930494,splashbrosaf,"IM BACK FOR LIKE THE 1028830297 TIME SKSKKSKS
鈥?ac swxggynation
cc videostarpresents
for @swxggynation @splashbros.ae @wtfklay @currysbell",13,88,324599988
375856,stephencurry_mvp30,"Gm#dubnation Thank you guys so much for 2,000. Followers I love all u guys馃挋thanks to everyone that supported me since day one and to all my friends I wouldn鈥檛 have got here without u guys馃挋#stephencurryvideo #stephencurry @9rix7 @_thecurryfamily @jesusmorales7470 @stephlayups @frostylayup @curry4three__",27,216,324599988
87797,stephencurry_mvp30,"It鈥檚 game day #dubnation let鈥檚 get the w also thank u so much for 2,000 followers I love all u guys 馃挋 #stephencurryvideo #warriors #stephencurry #champs",11,142,324599988
311416,stephencurry_mvp30,"Gn#dubnation it鈥檚 game day tomorrow #stephencurryvideo #stephencurry",12,247,324599988
293688,stephencurry_mvp30,"Gm#dubnation 馃槏it鈥檚 game day tomorrow #stephencurryvideo #stephencurry #warriors #champs",17,200,324599988
534192,stephencurry_mvp30,"Gm#dubnation it鈥檚 game day let鈥檚 get the w#stephencurry #stephencurryvideo #warriors #champs",13,252,324599988
789895,stephencurry_mvp30,"Gn#dubnation it鈥檚 game day tomorrow #stephencurry #stephencurryvideo",9,118,324599988
346898,uhbellamy,#NAME?,22,754,324599988
364803,stephencurry_mvp30,"Gm#dubnation it鈥檚 game day tomorrow sorry I didn鈥檛 post after the game yesterday I was busy #stephencurry #stephencurryvideo #warriors #champs",13,101,324599988
783323,loser.chriss,"馃弨Buckets馃弨 
Credit-@hybridnik

#stephencurryedit",1,71,324599988
822207,icykylabackup,"Merry Christmas, have a blessed day everyone馃巵馃コ
- edited this goofy
[#stephencurry#stephencurryedit#curry#curryedit#christmas#christmasedit]",1,69,324599988
761063,uhbellamy,#NAME?,11,357,324599988
338695,stephencurry_mvp30,"Gm#dubnation it鈥檚 game day tomorrow and merry Christmas Eve to everyone who celebrates it #stephencurry #stephencurryvideo #warriors #champs",20,159,324599988
410283,uhbellamy,#NAME?,16,475,324599988
35332,stephencurry_mvp30,"Gn#dubnation got the w Steph finished with 42pts,6reb,2ast #stephencurryvideo #stephencurry #warriors #champs",13,112,324599988
945809,burning.buckets,"Is Stephen Curry at top 2 pg ever? []
[]
[]
#stephencurry #stephcurry #curry #stephencurryedit #top2pointgaurd #greatestshooterever #curryedit",3,13,324599988
623047,stephencurry_mvp30,"Gm#dubnation it鈥檚 game day today let鈥檚 get that the w#stephencurry #warriors #champs",14,106,324599988
277810,stanshshs,"main chick 馃拰 
#stephcurry #stephencurryedit @stephencurry30",1,22,324599988
519906,stephencurry_mvp30,"Gn#dubnation got the w Steph finished with 20 pts,7reb,1ast #stephencurry",9,169,324599988
766100,stephencurry_mvp30,"Gm #dubnation it鈥檚 game day tomorrow #stephencurryvideo #stephencurry #gswarriors #warriors #champs",4,149,324599988
270784,stephencurry_mvp30,"Got the w #dubnation sorry I didn鈥檛 post yesterday #stephencurry #warriors #gswarriors #stephencurryvideo #champs",4,162,324599988
55617,stephencurry_mvp30,"Gn#dubnation on to the next #stephencurry #warriors #gswarriors #stephencurryvideo #champs",2,245,324599988
465734,stephencurry_mvp30,"Gn #dubnation it鈥檚 game day let鈥檚 get the w #stephencurry #warriors #champs",3,112,324599988
161817,stephencurry_mvp30,"Gn#dubnation it鈥檚 game day tomorrow PC @stephenscurrys",1,159,324599988
411882,stephencurry_mvp30,"Gn#dubnation got the w steph finished with 42pts,7ast,9reb",11,145,324599988
573958,warriors__ig_fan,"Do you support or hate the idea of the Warriors leaving Oakland? 馃
Via @simplycurry
#chefcurry #wardell #stephencurry30 #stephencurryedit #nba",0,39,324599988
634146,warriors__ig_fan,"Do you support or hate the idea of the Warriors leaving Oakland? 馃
Via @simplycurry
#chefcurry #wardell #stephencurry30 #stephencurryedit #nba",2,46,324599988
448853,warriors__fan__love,"Do you support or hate the idea of the Warriors leaving Oakland? 馃
Via @simplycurry
#chefcurry #wardell #stephencurry30 #stephencurryedit #nba",0,21,324599988
341828,warriors__fan__love,"Do you support or hate the idea of the Warriors leaving Oakland? 馃
Via @simplycurry
#chefcurry #wardell #stephencurry30 #stephencurryedit #nba",1,37,324599988
362579,warriors__fan__love,"Do you support or hate the idea of the Warriors leaving Oakland? 馃
Via @simplycurry
#chefcurry #wardell #stephencurry30 #stephencurryedit #nba",1,65,324599988
787410,warriors__ig_fan,"Do you support or hate the idea of the Warriors leaving Oakland? 馃
Via @simplycurry
#chefcurry #wardell #stephencurry30 #stephencurryedit #nba",0,26,324599988
849312,warriors__ig_fan,"Do you support or hate the idea of the Warriors leaving Oakland? 馃
Via @simplycurry
#chefcurry #wardell #stephencurry30 #stephencurryedit #nba",0,16,324599988
884330,warriors__fan__love,"Do you support or hate the idea of the Warriors leaving Oakland? 馃
Via @simplycurry
#chefcurry #wardell #stephencurry30 #stephencurryedit #nba",0,16,324599988
873715,warriors__ig_fan,"Do you support or hate the idea of the Warriors leaving Oakland? 馃
Via @simplycurry
#chefcurry #wardell #stephencurry30 #stephencurryedit #nba",0,18,324599988
715584,warriors_no1_,"Do you support or hate the idea of the Warriors leaving Oakland? 馃
Via @simplycurry
#chefcurry #wardell #stephencurry30 #stephencurryedit #nba",0,33,324599988
956772,warriors.network_,"Do you support or hate the idea of the Warriors leaving Oakland? 馃
Via @simplycurry
#chefcurry #wardell #stephencurry30 #stephencurryedit #nba",3,46,324599988
637110,warriors__fan__love,"Do you support or hate the idea of the Warriors leaving Oakland? 馃
Via @simplycurry
#chefcurry #wardell #stephencurry30 #stephencurryedit #nba",0,33,324599988
315234,warriors__fan__love,"Do you support or hate the idea of the Warriors leaving Oakland? 馃
Via @simplycurry
#chefcurry #wardell #stephencurry30 #stephencurryedit #nba",0,24,324599988
664839,warriors_4ever_,"Do you support or hate the idea of the Warriors leaving Oakland? 馃
Via @simplycurry
#chefcurry #wardell #stephencurry30 #stephencurryedit #nba",0,42,324599988
378492,warriors.network_,"Do you support or hate the idea of the Warriors leaving Oakland? 馃
Via @simplycurry
#chefcurry #wardell #stephencurry30 #stephencurryedit #nba",0,37,324599988
897941,warriors__fan__love,"Do you support or hate the idea of the Warriors leaving Oakland? 馃
Via @simplycurry
#chefcurry #wardell #stephencurry30 #stephencurryedit #nba",0,27,324599988
354229,warriors_4ever_,"Do you support or hate the idea of the Warriors leaving Oakland? 馃
Via @simplycurry
#chefcurry #wardell #stephencurry30 #stephencurryedit #nba",0,20,324599988
77322,warriors_4ever_,"Do you support or hate the idea of the Warriors leaving Oakland? 馃
Via @simplycurry
#chefcurry #wardell #stephencurry30 #stephencurryedit #nba",0,46,324599988
323922,warriors__fan__love,"Do you support or hate the idea of the Warriors leaving Oakland? 馃
Via @simplycurry
#chefcurry #wardell #stephencurry30 #stephencurryedit #nba",0,14,324599988
387643,warriors__fan__love,"Do you support or hate the idea of the Warriors leaving Oakland? 馃
Via @simplycurry
#chefcurry #wardell #stephencurry30 #stephencurryedit #nba",0,22,324599988
966448,warriors.network_,"Do you support or hate the idea of the Warriors leaving Oakland? 馃
Via @simplycurry
#chefcurry #wardell #stephencurry30 #stephencurryedit #nba",0,29,324599988
669310,warriors.network_,"Do you support or hate the idea of the Warriors leaving Oakland? 馃
Via @simplycurry
#chefcurry #wardell #stephencurry30 #stephencurryedit #nba",0,24,324599988
447206,warriors__ig_fan,"Do you support or hate the idea of the Warriors leaving Oakland? 馃
Via @simplycurry
#chefcurry #wardell #stephencurry30 #stephencurryedit #nba",3,62,324599988
228098,stephencurry_mvp30,"Gn#dubnation got the w #stephencurry #warriors #gswarriors #stephencurryvideo #champs",8,190,324599988
798872,warriorshood,".
.
.
.
.
#warriors #stephencurry #dubnation #ayeshacurry #stephcurry #stephgonnasteph #ryancurry #goldenstate #goldenstatewarriors #nba #strengthinnumbers #curry #canoncurry #curryfamily #steph #bayarea #sethcurry #sydelcurry #dellcurry #sonyacurry #oracle #nbachampion #chefcurry #basketball #gsw #stephencurryismybae #underarmour #gswarriors #mvpnba #stephencurryedit via @hashtagexpert",2,146,324599988
310067,p.aciflc,"岽瘁幢 岽瘁船刷 岽贯禐 岬佱祩岬佀?喂屑ag喂ne no褌 lov喂ng 褌薪喂褧 胁ean
.........
new celeb crush 霉w煤 
Even tho he has a wife and I love Ayesha 
__
鈭?-dt: skinnies 馃 (tagged)
鉁?-ac: song: Japan I forgot who is the artist
__
鉃?- #omgpage #edit #multifandom #Explorepage #omgedit #stephencurry #stephencurryedit #stephcurry #stephcurryedit #nba #nbaedit #basketball",12,423,324599988
153719,stephencurry_mvp30,"Gn#dubnation on to the next #stephencurry #warriors #gswarriors #champs",5,144,324599988
838394,lilkoinu,"STEPHEN CURRY !!!",4,7,324599988
730812,ctrl_steph,"This is a scrap not the best :) #klephen #stephcurry #stephencurry #kd #draymondgreen #klaythompson #goldenstatewarriors #gsw #nba #nbaedit #stephencurryedit #lebronjames #jamesharden #kyrieirving #chrispaul #omgpage #omledit",2,46,324599988
138879,thenbaclassics,"LOL 馃槀馃槀
#stephencurryedit #stephencurry #stephencurry30 #goldenstatewarriors #warriors #stephencurryvideo #stephencurrymvp #stephcurry #curry #stephencurrystyle #goldenstatewarriorsfan #gswarriors #goldenstatewarriorsbasketball #nbachampion #goldenstate #stephencurryismybae",0,12,324599988
501957,life_is_happinessss,"Who would have thought 馃ぇ馃グ
-
-
-
-
-
creds to @klayismybae 鉂わ笍 #thegoldenstate #thegoldenstatewarriors #warriors #stephencurry #stephencurryedit #stephencurryedits #klaythompson #klaythompsonedit #klaythompsonedits #splashbrothers #splashbrothersedit #splashbrothersedits #omgpage #edits #videoedits",0,91,324599988
93149,romncff,"mvp #30
-
cc @etheralia_
-
dt @o.scillations , @wheda.edits , @hybridnik",30,564,324599988
959874,ctrl_steph,"Cute 鉂わ笍 tell me if y鈥檃ll like this coloring :) #klephen #stephcurry #stephencurry #kd #draymondgreen #klaythompson #goldenstatewarriors #gsw #nba #nbaedit #stephencurryedit #lebronjames #jamesharden #kyrieirving #chrispaul #omgpage #omledit",0,37,324599988
519921,_dxrklights_,"Stephen Curry edit for you~ 馃挄 I鈥檓 actually sort of proud of it #stephencurry#stephencurryedit#stephencurryedits#wardellcurry#sportsedit#sportsedits#nba#nbaedit#nbaedits#myedit#edit#edits",2,64,324599988
719984,stephslegacy,"Don鈥檛 jump馃槇馃槫
鈥?馃憠 @stephslegacy 馃帴 @curryreels",3,249,324599988
40157,z.omb.dt,"We Stan a diva. Credit- @dmsjacks. . ................馃馃馃馃馃馃馃嵂馃馃馃馃馃馃馃馃馃馃馃馃馃馃馃馃馃馃馃馃馃馃馃馃馃馃馃馃馃馃馃馃馃馃馃馃馃馃馃馃馃馃馃馃馃#explore #zendaya #nba #explorepage #timeline #stephencurry #stephencurryedit",0,46,324599988
40830,queen._.driipy,"One of my edit on my other account / #edits #nba #goldenstatewarriors #aesthetic #aestheticedit #queendriipyasf #stephencurry #stephencurryedit #hunnidgroup",2,29,324599988
83679,detriot.mp4,"Issa vibe 馃弨馃馃徎
Dt: @kaxxidts 
Ac: @ un.complicated (Ya know this prolly the best velocity edit I鈥檝e made, but don鈥檛 @ me on that. K bye)

Tags to ignore: 
#wowpage #edits #stephcurry #stephencurry #stephencurryedit #basketball #basketballedits #basketballedit #nba #nbaedit #velocityedit #velocity #velocitypractice",0,21,324599988
295904,stephslegacy,"Who did it better?馃
馃憠@stephslegacy 馃帴@stephcurrymixes",8,157,324599988
228482,bryanbeltran416,"#Repost @stephencurry.corner58 (@get_repost)
銉汇兓銉?how hypocritical is it when
1. They tell me to stop riding his tip but they go out their way to defend someone over FACTS who won鈥檛 ever acknowledge them and I know he won鈥檛 cause he still has YET to notice a fanpage
2. They pay attention to and stalk his fanpages
Yes we love skinny hypocritical legends 馃ぉ
Reposted from @bayshero
#strengthinnumbers #stephencurry30 #stephgonnasteph #underarmour #warriors #stephencurrymvp #stephencurryedit #nbafinals #wardell #gsw #goldenstatewarriorsfan #chefcurry #goldenstatewarriors #rileycurry #dubnation #stephencurryvideo #basketball #stephencurry #stephcurry",0,65,324599988
254699,bryanbeltran416,"#Repost @stephencurry.corner58 (@get_repost)
銉汇兓銉?in just 5 hours, we鈥檒l be one day away from opening night. 馃ぉ
Reposted from @bayshero
#dubnation #stephencurrystyle #wardellcurry #gswarriors #goldenstatewarriorsbasketball #wardellcurry30 #goldenstatewarriors #gsw #nba #stephencurryedit #stephgonnasteph #stephencurryismybae",1,23,324599988
588049,latenightnba,"Goodnight and ur welcome 馃い",5,31,324599988
176147,steph.flimz,"KD and Steph before they were teammates 馃槺馃悙
鈥?馃憠 @steph.flimz 馃帴 @idontgetbuckets",5,31,324599988
116586,stephslegacy,"We back! 馃挮",3,241,324599988
54488,shobiz_514,"IF ONLY..... #lebronjames聽聽#nbatrade聽聽#losangeleslakers聽聽#nbanews聽聽#anklebreaker聽聽#getoverit聽聽#whereareyou聽聽#nooneknows聽聽#beenthere聽聽#canthelpit聽聽#dunkgram聽聽#jjredick聽聽#stephencurryedit聽聽#firsttake聽聽#kawhi聽聽#kawhileonard聽聽#kylelowry聽聽#oganunoby聽聽#demarderozan聽聽#sportsnews聽聽#bleacherreport",0,6,324599988
922683,ctrl_steph,"SEASON STARTS TONIGHT",6,67,324599988
449951,nbavideoturkey,"Stephen CURRY ( @stephencurry30 )
馃憞馃憞馃憞
DAHA FAZLASI 陌脟陌N ; @nba_fann23 馃弨馃弨馃弨
Etiketler ; 馃敄
#stephencurryedit #stephencurry30 #goldenstatewarriorsbasketball #goldenstateworriors #goldenstatewarriors馃弨 #goldenstate #goldenstatewarriors #nba馃弨 #nbanation #nbabasketball #nbahighlights #nbaedits #nba #threepointer #threepoints #threepoint #three",3,18,324599988
481706,warriorssupporters,"Pace is good!! We ready to go!!
-
-
- -
-鉃栤灃鉃栤灃鉃栤灃鉃栤灃鉃栤灃鉃栤灃
鉂わ笍Double Tap & Tag a Friend馃懃
鉃栤灃鉃栤灃鉃栤灃鉃栤灃鉃栤灃鉃栤灃
馃敶 For Daily Updates Turn ON Post Notifications!鈽戯笍
鉃栤灃鉃栤灃鉃栤灃鉃栤灃鉃栤灃鉃栤灃 馃弨馃弨馃弨
-
#wardellcurry #stephcurry #dubnation #basketball #goldenstatewarriors #stephgonnasteph #wardellcurry30 #chefcurry #nba #goldenstate #wardell #stephencurry #stephencurry30 #stephencurrymvp #stephencurryedit #nbachampion #stephencurrystyle #wardell30 #wardellstephencurry #sc30 #stephcurry30 #kevindurant #klaythompson",3,60,324599988
58674,splashbroslegacy,"The steal & the finish!! Rate this sequence from 1 to 10!!馃敟
-
-
-
Follow @splashbroslegacy
-
-
-
#wardellcurry #stephcurry #dubnation #basketball #goldenstatewarriors #stephgonnasteph #wardellcurry30 #chefcurry #nba #goldenstate #wardell #stephencurry #stephencurry30 #stephencurrymvp #stephencurryedit #nbachampion #stephencurrystyle #wardell30 #wardellstephencurry #sc30 #stephcurry30 #kevindurant #klaythompson",7,400,324599988
848252,nbavideoturkey,"Stephen CURRY 馃槏鉂?@stephencurry30 *****
Daha fazlas谋 i莽in ; @nedenbasketbol *****
Etiketler 馃敄
#stephen #stephencurry #stephenking #stephencurry30 #stephencurryvideo #stephencurrystyle #stephencurrymvp #stephencurry30馃弨 #stephencurryedit #goldenstate #goldenstateworriors #goldenstateworriors #goldenstatewarriors馃弨 #goldenstatewarriorsbasketball",0,17,324599988
65236,mbillzradio,"What would we do without Basketball?#nbachampion #nba #basketball #warriors #stephencurry #lakers #michaeljordan #dubnation #dwade #goldenstatewarriors #lakersnation #nbafinals #nbajersey #kyrieirving #timduncan #lebronjames #celtics #stephencurryedit #crazyplay #crazy #crazyplays # #nbabaskeball #nbaplayer #nbavote  #strengthinnumbers #chefcurry #thunder #miamiheat #houstonrockets",0,18,324599988
781426,splashbroslegacy,"Pace is good!! We ready to go!!
-
-
-
Follow @splashbroslegacy
-
-
-
#wardellcurry #stephcurry #dubnation #basketball #goldenstatewarriors #stephgonnasteph #wardellcurry30 #chefcurry #nba #goldenstate #wardell #stephencurry #stephencurry30 #stephencurrymvp #stephencurryedit #nbachampion #stephencurrystyle #wardell30 #wardellstephencurry #sc30 #stephcurry30 #kevindurant #klaythompson",2,431,324599988
711423,stephslegacy,"He tried 馃槀
馃憠 @stephslegacy 馃帴 @stephtape",5,785,324599988
212833,hyperflash_edits,"Mama there goes that man!!馃い馃い馃い#stephencurryedit #stephcurry #stephcurryedits #stephencurryedit #stephcurry",7,98,324599988
929897,stephslegacy,"Something Light馃敟馃悙",3,225,324599988
10985,splashbrosaf,"He鈥檚 so adorable 馃挆",3,185,324599988
265234,blesivsgucci,"STEPHHH馃い馃槏鉂わ笍
鈥?#stephcurry #curry #basketball #lebronjames #edit #edits #stephencurry30 #stephencurryedit #omgpage #gainpost #hoties #red #yellow #blue #asherangel #asherdovangel",0,64,324599988
293216,stephslegacy,"Never doubt Steph馃悙馃敟
馃憠 @stephslegacy 馃帴 @stephclipz",9,620,324599988
670376,splashbrosaf,"He really went from 鈥淚鈥檒l have her home by 9 sir鈥?to 鈥渟he calls me daddy too鈥?馃お",5,557,324599988
472231,stephslegacy,"Curry or Kyrie?
馃憠 @stephslegacy 馃帴 @curryformz",28,343,324599988
350027,curryprod,"First mix on this acc 馃槵
DT: @tpgfilms @currywrld",6,50,324599988
333441,stephslegacy,"Young Goat馃悙
馃憠 @stephslegacy 馃帴 @thecurryfamilay",1,335,324599988
617123,stephslegacy,"Threezus 馃挦馃悙
馃憠 @stephslegacy 馃帴 @curryreels",5,576,324599988
85292,stephslegacy,"Kiki do you love me? 馃お
鈥?馃憠 @stephslegacy 馃帴 @30currypostss",6,166,324599988
575092,stephslegacy,"That鈥檚 what I call clutch馃敟馃悙
馃憠 @stephslegacy 馃帴 @stephcurrymixes",12,614,324599988
619583,bouknightlegacy,"Yesterday James Bouknight commuted to the University Of Connecticut! @uconn 馃惡
鈥?Fill @bouknightlegacy for more!",3,23,324599988
372639,klayismybae,"why is he like this鈥?@stephencurry30",9,254,324599988
4447,stephslegacy,"Splash 馃挦
馃憠 @stephslegacy 馃帴 @steph_center",2,250,324599988
904316,stephslegacy,"He knew better 馃槀
馃憠 @stephslegacy 馃帴 @warrior.center",3,135,324599988
508238,gswmixes,"The chef 馃懆鈥嶐煃?馃憠 @gswmixes",2,169,324599988
828242,stephslegacy,"We hit 100 posts! Enjoy this mix I made for the 100th post! Trust me there are many more posts to come! Go follow @curryprod for more!
DT everyone",10,117,324599988
616497,gswmixes,"Kd was lit in team USA馃悙馃敟
馃憠 @gswmixes",1,65,324599988
597757,stephlegacyold,"鉃?someone new
-
can you believe they've owned my heart since 2014? 鈾?ac voidbastard on sc
cc celestial
[@stephencurry30 @ayeshacurry]
dt @curry_af @l.uvsick 
#stephencurry #ayeshacurry #stephencurryedit #warriors #omgpage #omgunderrated",10,214,324599988
139292,gswmixes,"That dunk tho 馃敟馃悙
馃憠 @gswmixes",1,113,324599988
903190,gswmixes,"Lmao 馃槀
馃憠 @gswmixes",1,209,324599988
98073,gswmixes,"Who blocked it? 馃
馃憠 @gswmixes",8,110,324599988
780793,gswmixes,"Steph got his revenge 馃槇
馃憠 @gswmixes",2,78,324599988
609747,gswmixes,"KD with the strong finish! 馃挭馃敟
馃憠 @gswmixes",1,77,324599988
706357,gswmixes,"Harden need some ice for his ankles馃槀
馃憠 @gswmixes",2,65,324599988
702543,stephslegacy,"Who remembers this?",4,464,324599988
393645,jxmultifan,"-
favorite since 2015馃槏馃い
dt athena, faith, rossetti & em馃挊
[ac velocityhttp]
@stephencurry30 sorry for the bad quality :)",13,238,324599988
860595,gswmixes,"They really gonna call it on bell馃檮
馃憠 @gswmixes",1,48,324599988
122041,deadlydunks1,"Shooters shoot! 馃か馃敟馃憖 Follow me @sc30center1 For Stephen Curry Content

#underarmour #stephcurry #rileycurry #mvpnba #stephencurry30 #chefcurry #stephgonnasteph #goldenstatewarriorsbasketball #wardellcurry30 #wardellcurry #nba #stephencurryedit #warriors #dubnation #thebayarea #curry #klaythompson #kevindurant",2,109,324599988
28416,gswmixes,"That鈥檚 a real man 馃檹
馃憠 @gswmixes",3,44,324599988
775960,gswmixes,"That no look pass though 馃悙馃敟
馃憠 @gswmixes 
@duranthighlights",2,53,324599988
794548,gswmixes,"Before they were teammates 馃槺
馃憠 @gswmixes",1,39,324599988
644863,ballintillidie1611,"Stephan Curry Edit
#nba #stephencurry #stephencurryedit #basketballedits #nbaedit #awesomebasketball #3pointers #edits #basketballedit",1,6,324599988
840670,hxegones,"My first NBA Edit, ALL feedback is Appreciated 馃ぉ馃敟馃弨",6,49,324599988
268758,stephen30.goat,"In the name of steph...
(Tag a steph fan ;)
馃拰馃弨
#stephencurry #stephencurry30 #stephencurrymvp #stephencurryedit #stephencurryvideo #stephencurrystyle #stephencurryshoes #sc30 #sc30selectcamp #stephencurryfan #stephencurry30馃弨 (Follow my page for other suprise)馃敟馃敟馃弨
@stephen30.goat",8,22,324599988
821782,curry.in.numbers,"Sorry I have not posted I will be working on another edit so one should be coming soon.
-
Follow @curry.in.numbers (me) for more
-
#steph #stephcurry #stephen #stephencurry #stephencurry30 #stephencurryedit #curry #30 #curry30 #ayesha #ayeshacurry #riley #rileycurry #ryan #ryancurry #canon #canoncurry",0,50,324599988
302634,tomslarbb,"not to be nsfw but he makes me sweat
watch this flop lmaoo
for anna, jessall, & sam
ac cursedparker
#mcuwebheadgrp",44,308,324599988
47822,gswmixes,"That dunk was crazy 馃槺
馃憠@gswmixes 
@warrior.center",4,55,324599988
331210,finalscurry,"Young curry 馃敟馃槇
馃憠@finalscurry
@gotdunks",5,61,324599988
512584,finalscurry,"Defense to offense 馃敟
馃憠 @finalscurry 
@curryinumbers",1,27,324599988
569288,finalscurry,"Is Steph the best ball handler in the NBA?
馃憠@finalscurry
@curry.nations",4,45,324599988
308688,finalscurry,"Wet馃挦
馃憠@finalscurry
@curryreels",4,64,324599988
835576,miscaries,"king #30
dt: @hybridnik",4,95,324599988
251815,thekillercrossover,"Who has the best 3-point celebration? 馃帀 鈥?@stephencurry30",6,146,324599988
752346,curryvideoss,"Who Remembers this day!! 馃い #Repost @stephencurry.corner42 with @get_repost
銉汇兓銉?When it was Steph鈥檚 first game back from an injury and set a season record...
Reposted from @currylegion
#stephencurrystyle #underarmour #mvpnba #stephencurryedit #goldenstatewarriorsfan #stephencurry #gsw #mvp #dubnation #nbafinals #wardellcurry #stephencurryismybae #stephgonnasteph #warriors #chefcurry #rileycurry #stephencurrymvp",0,21,324599988
6285,maddiesziegy,"Fucking talent
#maddieziegler #annieleblanc #kenzieziegler #mackenzieziegler #dancemoms #arianagrande #justinbieber #dance #PAFOOOORM鈩?#beautiful #stephencurry #jackannie #jaddie #jenzie #hannie #haynnie #jaynnie #jayzie #jayenzie #austannie #ashannie #asherandannie #stephencurryedit #stephencurry #austannie",0,38,324599988
