mediaid,caption,likes,comments,related_player_id
1106752653822391302,"#tbt to 2007! Nobody makes me bleed my own blood....NOBODY!" @jjrich2 @bryantabarr @brmckillop"""",248581,2029,324599988
1106749538838640538,"The Bible says to Judge not lest ye be judged" but I think there's an exception for you @ayeshacurry! Check her out on @guyfieri #GroceryGames coming soon"""",193676,664,324599988
1106094875831301371,"Dress to impress with this great fall style! Shout out to the @ExpressRunway fall collection #ExpressMen",350099,8715,324599988
1105838799378577168,"So proud to continue my partnership with @MuscleMilk. Exciting stuff ahead! Stay tuned on how we're teaming up next year to help high school athletes stay #StrongerEveryDay.",295005,4460,324599988
1105339948725041066,"Live Photos.... from way downtown. #iPhone6s",451636,14491,324599988
1104388678480688196,"My guys @jblaudio hooked up the team with these exclusive championship gold headphones to celebrate our championship. Time to get back to work! #DubNation #TeamJBL",182152,968,324599988
1103679210541414083,"Almost game day! Are you ready? Find a coach on @coachup for one on one training. #ImproveYourGame. First 5 people to book a coach using my code 'NBA' get a $25 CoachUp gift certificate and a signed basketball.",283670,1588,324599988
1103217767895397586,"The Bay came out strong to the #CurryTwo launch today presented by @footlocker. Keep that energy up this season guys. Stay loud #DubNation. #RallyDubNation",261487,1000,324599988
1102560229969491246,"#DubNation, you wanna star in a music video? Show me what you’ve got! @guitarhero #GuitarHeroTVStar",404981,27114,324599988
1102560030521947430,"Much love to my guy @bizzle on the new project. Continues to make an impact on the Kingdom with truth. Check him out! #surrender",124621,331,324599988
1101625534985401815,"#DubNation, this #CurryTwo is for you. 
#RallyDubNation 10.27",334087,7263,324599988
1100785712121116002,"New season starts in a week! Dub Nation, send @UABasketball your loudest photos and videos! #RallyDubNation",169994,460,324599988
1098881189983155912,"Hey @naterobinson....look!!!! You see what I see????? A Panthers W" 😎 Thanks for the hospitality my man  #keeppounding"""",272390,2043,324599988
1093920995754767393,"I've seen some funny stuff today about the kicks but I love em! The BFFL @_raiiney with @byslr Hooked me up for the Obama x Kanye event yesterday #chealseaboots #imlookingatsomethingimportant",357081,4753,324599988
1092880507127855048,"I could listen to @POTUS speak any day of the week! Great demeanor about him. He even met ol' Larry O'Brien today. #sf",184291,1378,324599988
1090162838284924841,"Crazy to see Mike Vigo and @thebeeranchers harvesting our honey we've been waiting on. 30k-40k bees hopefully producing about 60lbs of honey. And he's doing it w/ no gloves 👀 #mygirlmovie",213825,2464,324599988
1089673321811670784,"👀 #swimfan @ayeshacurry",364568,9191,324599988
1089422633118594615,"Back at it #dubnation Tonight we start another mission! Can't hurry to June and do it all now. Have to Stay in the Moment and enjoy the journey. Gotta be better. Tougher Smarter. Just Us! @warriors",276958,1640,324599988
1082728654285174327,"Excited to join the @Fanatics family! I’m giving away a signed @nba basketball. #DubNation, here’s how to enter:
1. 💛 this photo & FOLLOW @fansauthentic  2. Winner announced in 3 days on their platforms
Good luck!!",203683,13849,324599988
1081412113480414964,"Looky here....Good thing I Already got my workout in! Just waiting on @sdotcurry to arrive #nba2k16",340094,6221,324599988
1080834274234332934,"My sister @sydelcurry with the game face on! Elon got a good one! But peep the autograph tho.....😂 Thanks for the love Floss! #growthandprosperity",250959,1167,324599988
1079761369434027381,"Actions speak louder than words. Check out my new video at @coachup #ImproveYourGame",297145,3299,324599988
1079406708608857713,"Launch party for #nba2k16 w/ @ronnie2k and clearly I dressed down for the occasion #whatisthisvelvet #nice",254911,1068,324599988
1079345784069944693,"Check out the @colbertlateshow tonight on @cbstv. Talking #nba2k16 and helping Stephen do his laundry. #currytwo",273269,1082,324599988
1078480311082153352,"Captain @td58",329602,1810,324599988
1078479092930442593,"Black and Blue Squad...",365677,2034,324599988
1078358227475625111,"Game time baby! @panthers #keeppounding",322893,3906,324599988
1076395082565679054,"Ready to see my guy @thej5show put in work this year! Seen him develop the last 2 years & he's ready to take it to next level. #hardwork #sc30select",249201,1245,324599988
2019901034688065192,"Sleep is such a huge part of my routine and this bed makes sleeping even more enjoyable! Thank you @mareeofficial for making me the bed of my dreams! And yes I can fit no matter which way I lay down. 💤💪🏽",480857,2734,912639211
2017253681724282330,"6️⃣0️⃣ Wins ‼️ Amazing effort from the whole group. We have something special here! One game left before the end of the regular season and then we need support, energy and a loud arena for the playoffs from the best fans in the world. Lets go Milwaukee Bucks Fans💪🏽",494030,2163,912639211
2016560955483699167,"Happy Birthday to my sweet and beautiful mom❤️❤️ @veronica_ante3443",446471,2203,912639211
2007645790784593571,"In the zone before a great team W last night with my @jblaudio headphones. Any suggestions for my Playoffs playlist? 🦌 🎧 #AD #TeamJBL",188453,1428,912639211
2007057422199714771,"My ride or die queen 👑 @m.riddle15 #AlwaysAndForever",608479,2318,912639211
2007055153341353643,"Had to find a new approach to an old dream📜",553878,2293,912639211
2004253435880483248,"Congrats on getting your first NBA point @kostas__ante13 !!!! Many more to come🙏🏽",427663,954,912639211
2003499336217965483,"When the squad handle business💪🏽 #PhotoCred @prizedup",209098,547,912639211
1997393207905969206,"Something big dropping on 4/4. Your couch will never be the same",249534,3589,912639211
1993219228353817956,🔒,440487,2062,912639211
1991797089704649031,"Hey guys go follow our @antetokounbros_tv IG and make sure to subscribe to our @antetokounbros_tv  channel on YouTube for everything Antetokounbro’s! Funny videos, interviews, behind-the-scenes clips, highlights and more of my brothers and me! @thanasis_ante43 @kostas__ante13 @alex_ante29",69957,232,912639211
1986188936275723943,"Nothing lasts forever, but at least we’ve got these memories. @alex_ante29 @kostas__ante13 #MyRideOrDieBrothers #Antetokounbros",448126,909,912639211
1983201044003729341,"For the 📖 #BeastModeActivated",511364,1047,912639211
1981019962218665250,"We had a great time in Saturday night of the #AllStarWeekend #Antetokounbros @kostas__ante13 @alex_ante29",492662,2144,912639211
1980878407193504938,"I’m doing it for the people I love ❤️ #nbaallstar2019",355006,1050,912639211
1980156796744126462,"Go follow my older brother @thanasis_ante43 and show him so love ❤️❤️❤️",138835,339,912639211
1979253981381329606,"❤️❤️ #Valentine",192890,603,912639211
1978925136270765826,"We have come a long way Bucks Nation! 😂😂🤦🏽‍♂️🤦🏽‍♂️ #OhMyGodWowww",326705,1544,912639211
1977847910691755114,"Premieres this Saturday! W/ @alexsaratsis21 @grgpanou08",82375,727,912639211
1977386565126917219,"🤙🏾W🤙🏾 #StayFreaky",236676,752,912639211
1976453368960736700,"Greek All Star ⭐️ MVP @thanasis_ante43 2x times straight...!!! I see you big bro",210378,394,912639211
1964389122596762875,"Truly blessed and grateful 🙏🏽 #OwnTheGame #Nike",534339,2479,912639211
1962076862058839987,"Dad is so proud of our family! 🙏🏽 #WeCameFromNothing #ButAlwaysSmilling",554474,2128,912639211
1962033387141576382,"I’m so proud of my little brother @kostas__ante13 keep your head up and keep working hard every single day.  Love you man. #Foe #Antetokounbros #BattleForManyYears",327641,599,912639211
1960776592167106525,"A man on Gods mission. #GoodWin",467112,1652,912639211
1958558560216830626,😤,266604,958,912639211
1957158720450686585,"Natural born killer 💪🏽😤! My little brother @alex_ante29 doing some work.",184624,825,912639211
1956259554946037738,"Greek Freak x Vinsanity 🙏🏽",773128,2068,912639211
1955447196476744658,"Have fun with it🤙🏾",359193,1127,912639211
1952110431963645667,"I don’t play ball because I got to.
I don’t run sprints because I got to.
I don’t go to the gym to put up extra shots because I got to.
This is how I’m built. This is who I am. I’m built this way -Kevin Garnett",459347,1608,912639211
1947022228214665174,"#BeastModeActivated #2019 #HappyNewYear",392767,1753,912639211
1946187309045290497,"Me and @planetpat5 making our own Iron Paradise in Milwaukee - 570lbs/260kgs... I think we topped your 460lbs personal best but we’ll give you a chance to match it here in Milwaukee @therock  #StayFreaky #EyeBrowOnFleek #WhatDoYouThinkRock #ItsDoesntMatterWhatYouThink 😂😂😂",377488,2271,912639211
1945496673497493566,"Finishing 2018 year one a good note. #☝🏽 #East #CantBeSatisfied",566867,2669,912639211
1942358178130278852,"Merry Christmas 🎄 Great team win.",412109,1953,912639211
1938261675057036203,"Wednesday ❤️💁🏽‍♀️😝😃",304403,1116,912639211
1933638332815005140,"Link on my BIO and subscribe on my family’s new YouTube channel. @kostas__ante13 @thanasis_ante43 @alex_ante29",54507,237,912639211
1931077512671326390,"Everyone go and wish happy birthday to the killer @thebledshow  scoundinis on the way 👀",209752,564,912639211
1930970238951036223,"Big time road Win!",216438,716,912639211
1929975277094790670,"#NBA2K19 did it again 🔥 My 20th Anniversary packs are now available in MyTEAM mode...you're gonna want that PD card too 💪🏽",158882,690,912639211
1928760162254088535,"Crazy how time flies. 24 ✌🏽#GottaKeepGrowing #StayFreaky #ThanksForTheLove 🙏🏽",616517,4182,912639211
1928125851242041113,"Great team win!! #StayFreaky #FearTheDeer",436548,3159,912639211
1924230667999569937,"The Ultimate Driving Machine! My trip to practice is smooth and easy.  #bmwmilwaukeenorth #bucks @bmwmilwaukeenorth",247418,1516,912639211
1923067320776201537,"Great team win! #StayFreaky #HuntingSeason 🔥 👟 🔥",302209,1063,912639211
1920177927866432787,"Great team win! The fans were amazing tonight.. 🙏🏽",262734,968,912639211
1917985227817770801,"We are getting better day by day. Great team win!",294941,1075,912639211
1916912893711311297,"Everyone go and wish my little brother @kostas__ante13 happy birthday ❤️❤️.. Keep doing your thing 💪🏽💪🏽💪🏽",175858,484,912639211
1916535199454607977,"Great team win tonight! #TheMeanMugIsBack #StayFreaky #ThoughtsOnTheJerseys??",452831,2388,912639211
1914791471790582133,"I'm so hyped for the anthem my brother @dj_tunez made for the people of Milwaukee. @JBlaudio Link in bio. #SoundsOfTheCity #JBL #Milwaukee #GreekFreak #AD",47488,128,912639211
1914420318559340419,"Great team win lets go get the next one. #GreatSecondHalfEffort",265595,581,912639211
1912958156494265568,"Καταρχάς Θανάση θέλω να σου ζητήσω συγνώμη γιατί ξέρω αυτό που θα πω θα τραβήξουν πολλά βλέμματα πάνω σου και πάνω μου και ξέρω είναι κάτι που δεν θες.. Αλλά είμαι σίγουρος αμα ήταν ο μπαμπάς εδώ θα ήταν πολύ απογοητευμένος αν κρατήσω την σιωπή μου. Έχω χάσει τον ύπνο μου τις τελευταίες μέρες για το αρνητικό-ρατσιστικό περιστατικό που έγινε πρόσφατα. Αν αυτό μπορεί να συμβεί στον Θανάση ο οποίος εκπροσωπεί με περηφάνεια και με ένα συνεχές χαμόγελο την Εθνική Ελλάδας και τον Παναθηναϊκό, δεν μπορώ να φανταστώ την περνάνε άλλοι έγχρωμοι στην Ελλάδα. Είμαι παρά πολύ λυπημένος και απογοητευμένος.. Αλλά δεν θα αφήσουμε τα αρνητικά σχόλια να αλλάξουν αυτη την οικογένεια και την αγάπη μας για την χώρα στην οποία μεγαλώσαμε. Εγώ και τα αδέρφια μου είμαστε Έλληνονιγηριανοι και σε όποιον αρέσει και θα συνεχίσουμε να εκπροσωπούμε και να μιλάμε με τα καλύτερα λόγια για την Πατρίδα μας. 🇬🇷🇳🇬 @thanasis_ante43 #MoreThanAnAthlete",319042,4673,912639211
1910726725613228841,"Great team win! Great way to finish our road trip. #StayFreaky",243876,522,912639211
1909067392320020373,"It’s more than a game 😤🤫 #WorkInSilence #AManInGodsMission #Passion @thanasis_ante43",213021,1036,912639211
1908634684406365352,"Mood 😤 Great team win!",344367,1447,912639211
1905548428499647177,"Great team win today! Let’s go get it done on the road! #StayFreaky #HeatOnMyFeet 🔴⚪️🔴",264476,1000,912639211
1904803560785501766,"Go out there and kill tonight @kostas__ante13 miss you little bro.",207912,226,912639211
1904801654600362765,"Missing my bros 🙏🏽💪🏽 🙄 Love you guys! @alex_ante29 @thanasis_ante43",175344,272,912639211
1901275412488805974,"That 7-0 feeling! Good job tonight fellas💪🏽 #CaptionThisAsWell",360678,1556,912639211
1900455078389965213,"Natural born killer. #BeastModeActivated",332299,1094,912639211
1897727022269265438,"Great team win today! Keep moving forward and getting better. #Bucks",331273,1275,912639211
1896924660302669603,"So blessed to be in a position to help my brother  @alex_ante29 grow as a player and man! Call me “Coach Giannis”... #GreatWinsToday #2and0",235486,623,912639211
1886777174822132593,"Representing the motherland! #Africa",224228,1382,912639211
1878867643907530636,"It’s been a year daddy, so many things have happened since the day you left for a better place and i know you been watching down on us with a smile just like the one in the picture. I think about you every single day and i miss you very much but September 29th is not going to be a sad day in my calendar but a day that I cherish what a great father and role model me and my brothers have in our life. I love you very much❤️❤️ Your son Original💪🏽 #IAmMyFathersLegacy",184292,1611,912639211
1878040852653457854,"Year 6 🙌🏾🙏🏾😃 #LetsHaveAGreatYear #EyesOnThePrize #OnAMission",270747,1099,912639211
1875798322243324705,"Day 1 year First!! Lets go @kostas__ante13 #StayFreaky",197513,516,912639211
1874242211501468576,"This is still so surreal to me! Thank you @nba2k for making this happen! #GetYourCopy #StayFreaky",248608,1210,912639211
1871479465735216972,"Συγχαρητήρια στα παιδιά για την καταπληκτική τους εικόνα στα παιχνίδια! To be continued 👍🏾 #Hellas",181269,889,912639211
1871292165751391989,"When is see that smile I know that everything is okay😃💃🏾❤️ @veronica_ante3443",69050,356,912639211
1870159863264608040,"Happy birthday I love you babeee! ❤️ 😘@m.riddle15",189467,796,912639211
1869966342935158157,"Amazing first experience at the Packers game!!! W/ @matthewdelly @k_mid22 #GoPackGo",200918,432,912639211
1867833627775427648,"Dedication in the off-season to dominate during the season. I’m ready. #nikebasketball #stayfreaky",341633,1783,912639211
1866264716496058317,"It’s FINALLY here! 🎮 Thanks again to @nba2k for making me the cover athlete! #StayFreaky",315807,2454,912639211
1864363843813611348,"Happy birthday to my baby sister!! 🎈🎉🎈 @mayadawnn Enjoy your beautiful day.",126543,374,912639211
1864079651900877923,"Loving my BMW X6! Go see Ahmad and the @bmwmilwaukeenorth team and let them hook you up with the All Star treatment!! #bmwmilwaukeenorth #gobucks #StayFreaky",170005,771,912639211
1862775604015221368,"Year 3... To Year 4... To Year 5... You don’t want to see year 6.. What an unbelievable journey! Keep working hard everyday, because if you don’t work you don’t eat. Simple!!",397608,4901,912639211
1861974692279512865,"Dream big and make your dreams come true. #JustDoIt #StayFreaky",98285,543,912639211
1857705569714352400,"Find a way and have no regrets - Kobe Bean Bryant. Thank you for allowing me to workout with you @kobebryant I learned a lot.",496886,2488,912639211
1855296285646997719,"Caption this!",259401,2388,912639211
1854924072884331220,"Happy birthday to one of my best friends and brother @alex_ante29 I love you so much!! I’m so thankful to have you for a brother! #SexyLexy #Antetokoubros #17",159388,208,912639211
1854041134076416021,"Hard work eliminates fear.",267192,881,912639211
1852004869713851369,"Thank you @wisportsawards for the amazing awards I’m truly honored to represent Milwaukee and Wisconsin, and play the game I love so much. #Milwaukee #Wisconsin",218375,546,912639211
1846507321423267448,"The mother of champions.
The present.
The future. 
The Antetokounbros.",194523,693,912639211
1840818965502653280,"Filathllitikos!! It’s all about family",151946,440,912639211
1837324392935033542,"Happy Birthday Daddy we love you ❤️❤️ Thank you for guiding our family everyday💪🏾💪🏾 . I know you are proud of all of us!! #OnAMission ❤️❤️❤️❤️",72303,562,912639211
1837127446103477895,"Just wanted to try something a little different...first boxing lesson ✔️🥊 #StayFreaky",242195,3806,912639211
1835041215231740954,"I see you @NBA2K!! A 94 is okay but I want more 😤🔥 #NBA2K19 #StayFreaky",358493,3835,912639211
1833346962403203446,"We want it all 💪🏾😤 #StayFreaky #Antetokounbros",569344,5926,912639211
1830439065398621634,"Δεν υπάρχουν λόγια τεράστιο σοκ. Συλλυπητήρια στις οικογένειες των ανθρώπων που χάσαμε. Τεράστιος σεβασμός για αυτούς που σώνουν τόσες ζωές ρισκάροντας τη δική τους. Μακάρι να μείνουμε όλοι μαζί  και να μην ξεχάσουμε ποτέ... 23/7/2018 #PrayForGreece 🙏🏾",119631,1398,912639211
1829094313881344176,"My will shall shape my future. Whether I fail or succeed shall be no man's doing but my own. I am the force; I can clear any obstacle before me, or I can be lost in a maze. My choice, my responsibility, win or lose, only I hold the key to my destiny. - Elaine Maxwell",217873,761,912639211
1828488039040909459,"Vatican Rome Italy 🇮🇹 ✅Thank you God for blessing me with a gift 🏀 that allows me to travel the world with my loved ones.  #Day2",184580,537,912639211
1827752271322361907,"Colosseum Rome Italy 🇮🇹 ✅",272589,1185,912639211
1826030906202470860,"Happy birthday @thanasis_ante43 I love you ❤️ keep aiming for the stars 🌟.",147977,370,912639211
1825804937042666938,"Love seeing my little brother @kostas__ante13 smiling!! #ADreamComeTrue #StayFreaky #HesNext",148937,253,912639211
1822923313083002644,"So proud of this guy!!!!! Congrats on your two way contract with the Dallas Mavericks! Sky is the limit for you young FREAK!!! Keep working hard. @kostas__ante13 #JustTheBeginning",189894,369,912639211
1822371929568803261,"Walk by faith not by sight🙏🏾",134203,385,912639211
1819951457975615866,"We Are All Bros.... #Nike",71584,155,912639211
1819852141151895050,"Come over here and give me some sugar!!! 😜😜😜",161774,403,912639211
1819845789901884516,"70 inch vertical 😂😂😂 #Antetokounbros #ItMustBeTheShoes",152022,326,912639211
1819844567589412561,"You over there 👉🏾 👀 #Antetokounbros #5kRun",95131,93,912639211
1818440128894825905,"It was amazing!!!! #History #Antetokounbros #WeAreAllBros yeahhhhhhh babyyy",141217,268,912639211
1818088829619791602,"ΣΗΜΕΡΑ 7 Ιουλίου να είστε όλοι κάτω στα Σεπόλια!!!! ΤΡΕΧΟΥΜΕ για να στηρίξουμε τα παιδιά της κιβωτό του κόσμου!! #5Κ #Running #Antetokounbros #WeAreAllBros",67303,179,912639211
1816972201230195552,"Use your smile to change the world 🌎 , don’t let the world change your smile 😃.",126588,394,912639211
1815231005130567971,"New Era for the #Antetokounbros !! 💪🏾💪🏾 @kostas__ante13 #Mavs",147457,343,912639211
1814862810855043655,"Okay @thanasis_ante43 I see you with that Spin 🌪🌪😤!",109836,277,912639211
1814806563812473290,"This video caught me off guard. It meant so much hearing my mom’s voice in this once in a lifetime video! Thank you 2K! @veronica_ante3443",190803,1573,912639211
1814698427164135151,"I am honored to be the first international player featured on the cover of @NBA2K. Pre-orders are now available #NBA2K19
 #StayFreaky @thanasis_ante43 @kostas__ante13 @alex_ante29 @francisadetokunbo @veronica_ante3443",513751,6533,912639211
1813372399623901735,"Had a great time today shooting in Halkidiki...!! Big things coming! #FETA",126519,421,912639211
1812467542415343309,"Can you smell what’s coming?!?!",277614,2772,912639211
1812416630116301834,"This is my country, Greece! 🇬🇷",49788,797,912639211
1811983199565719455,"You’re living lavish now @kostas__ante13 🐴 🐎",64366,186,912639211
1811104639577684165,"Let me know what you’re thinking 🤔 💭#StayFreaky 🔥🔥 👟 👟",204944,14557,912639211
1810324115313470022,"Oh man, just getting started...",278241,1195,912639211
1809060431656269888,"Be Someone’s motivation.",244666,1020,912639211
1807311841300653682,"#Antetokounbros!!!! History but just the beginning💪🏾 @kostas__ante13 @thanasis_ante43 !!!! @alex_ante29 you’re next!",270884,1203,912639211
1807281869668233973,"This is how you feel when the third Antetokounmpo is drafted and you know one more is on the way! @kostas__ante13 #Mavs #60",207167,1538,912639211
1804493784283032198,"On July 7th join me and my brothers @thanasis_ante43 @kostas_ante13 @alex_ante29 for Antetokounbros 5K Run to support the kids of Kivotos Tou Kosmou in a race at the center of Athens. Register now www.myrace.gr/antetokounbros.html LINK ON MY BIO
#antetokounbros #weareallbros",61401,226,912639211
1803945183370657636,"He’s my brother and he’s a champion! 🏆 #1 @thanasis_ante43",174570,951,912639211
1803568479867410898,"Happy Fathers Day! 🙏🏾 I love you ❤️",149515,482,912639211
1803006623352121825,"34 😤 Coming soon!",281979,1082,912639211
1802291512379503022,"You got this big bro!! Go get it #Game5 #winOrGoHome #Finals @thanasis_ante43 #NobodyOnThatCourt #HasYourPassion",198772,604,912639211
1798260660825850387,"Join the #Antetokounbros 34k Challenge in the @NikeRunning App. It’s only 21.12 Miles in 30 Days. Easy! Unlock rewards!!",96835,225,912639211
1797367723191534155,"I miss that feeling 😤",299324,1321,912639211
1796318771650381259,"#TBT At makers of the game @nike event W/ @alex_ante29",137016,280,912639211
1791764895135937377,"Keep smiling because life is a beautiful thing! 😃✌🏾📷: @cassyathenaphoto",137495,391,912639211
1791065938516526758,"With my lil bro @kostas__ante13 !! He’s getting better everyday 🔥🏀🔥",128247,256,912639211
1785184061914201628,"Great day giving back to the kids from @bgcmilwaukee. Huge thanks to the City of Milwaukee for all the support you’ve shown me since day 1 and for my Top 10 ranking on @dickssportinggoods #JerseyReport #sponsored",104398,309,912639211
1778560946298922213,❤️🤟🏾,147352,350,912639211
1778558935759168715,"Just trying to get on @thanasis_ante43 level 😂😂🤷🏾‍♂️",138231,307,912639211
1778493668370688637,"Happy mother’s day to the most amazing mother! I love you ❤️💕 @veronica_ante3443",137279,202,912639211
1778086157268405149,"It’s okay to be a freak! #GreekFreak #StayFreaky",233883,1073,912639211
1777403652027589326,"Caption this! @thanasis_ante43 #Antetokounbros #FlashBackFriday",191451,389,912639211
1777270819191555936,🤔,321622,4036,912639211
1773640733996446680,"Finish the season strong Big bro💪🏾😤 @thanasis_ante43",136770,282,912639211
1773524106156007812,"Family>Everything W/ @kostas__ante13 @alex_ante29",169158,305,912639211
1770583147341600106,"To my fans in Milwaukee and from all around the world! Thank you for your constant support through all of the ups and downs! Thanks for believing in me and supporting my team! Until next season...✌🏾",349654,2306,912639211
1768661585315025076,"Tech Fleece on deck! Thankful for my stylist @m.riddle15 ❤️😂",235243,951,912639211
1752280427752985840,"Happy birthday to my amazing mother we love you ❤️ @veronica_ante3443",272894,1247,912639211
1750542768290437137,"We have come a long way but we still have a long way to go! #PlayOffs",285245,1023,912639211
1745341463724827367,"Too many people have started from the bottom and made it to the top, never doubt yourself!  #ImTheSkinnyOneInTheBackRight 😂 #KobesOnMyFeet #WristBandOnMyWrist",249404,682,912639211
1743172763659875668,"West coast trip ✌🏾🤙🏾",274248,1027,912639211
1741509679048498495,"Think you’re fast?! Check out my new Audio Guided Run in the Nike Run Club app to put your speed to the test 😎
#ChooseGo #TeamNike",229489,515,912639211
1741124301195878288,"Another major glow up by my little bro @alex_ante29 😂😂😂",92075,164,912639211
1741120027477068913,"My little bro @kostas__ante13 had a major glow up😂😂😂 @alex_ante29 you next",136023,236,912639211
1740188304475979666,"Just got my brand new BMW X6 today! Much thanks to Ahmad Aref and the BMW of Milwaukee North team for always making it such a smooth process! Thanks @bmwmilwaukeenorth #bmwofmilwaukeenorth #bmwx6 #gobucks!""""",311301,1763,912639211
1737546176298113993,"Travel,Collect experiences and build a legacy.",258865,826,912639211
1731723787886697736,"Hey guys I’m teaming up with @mayadawnn to auction off two tickets plus a meet and greet after the game to help raise proceeds for the Leukemia and Lymphoma Society. A home game in Milwaukee will be posted on the website soon. See the website below to start bidding! I'm looking forward to meeting the lucky winner! Orlando, Cleveland, Denver and New York fans go to charitybuzz.com and start bidding!",180576,785,912639211
1730944017037193933,"I’m really proud of you @alex_ante29 you gave a maximum effort in tonight’s game. #NeverLoseAlwaysLearn",157818,237,912639211
1725793714252020642,"My little sister is currently nominated as a candidate for the Leukemia and Lymphoma Student of the Year Series. Please help her reach her goal by using the link in her bio to  contribute to her amazing campaign. @mayadawnn @mayadawnn @mayadawnn @mayadawnn",145809,280,912639211
1725784173577697827,"Run like the world depends on it. Because it does. #ChooseGo #Nike #TeamNike 😲",102225,560,912639211
1718556365768003714,"It’s crazy how much this orange ball has given to me and my family. It has helped me change my life and people’s lives around me. Thank you for taking me places around the world. Thank you for making me cry. Thank you for making me smile. Thank you for making me mad. Thank you for making feel powerful. Thank you for making me feel exhausted.. I can keep going all day. Thank God for the unbelievable weekend!#AllStarWeekend2018 #GodsPlan #2x",386080,2020,912639211
1718202001261896567,"Mother of Champions❤️@veronica_ante3443 #GodsPlan❤️",218973,327,912639211
1718193316100039546,"Thanks @thegoodcounsel for hooking me up and dressing me for #AllStarWeekend #GodsPlan 🙏🏾😃",204766,407,912639211
1718188929201861253,"You always have to have a sprinkle of love with you during the #AllStarWeekend ❤️ @m.riddle15",274916,883,912639211
1718185593631245670,"Family over Everything! #AllStarWeekend #LA #GodsPlan ❤️",106268,137,912639211
1718183228429607863,"That LA swag! 👀 @alex_ante29 @kostas__ante13 #GodsPlan",114474,135,912639211
1718180947651079085,"With my ride or die people! #GodsPlan @kostas__ante13 @alex_ante29 🎥🎥🎤🎤",79340,81,912639211
1715422864214375716,"Respect the legacy. Invent the future. #MakersOfTheGame",130823,391,912639211
1714783084996727135,"Happy Valentines Day to my sexy little thing! 👀 ❤️",238623,951,912639211
1714000989655489095,"Smile 😃 ✌🏾 my brother I always have your back! @thanasis_ante43 #MvP",112302,171,912639211
1709245758715536824,"Still a bad pass tho @k_mid22 😂#GreatWin #KeepPushing",453771,3946,912639211
1707607615599822403,"Great win today! #keepPushing",263589,1023,912639211
1706804168466180237,"When you grew up with four brothers and you get to use the restroom 🚽 first in the morning.. @thanasis_ante43 @kostas__ante13 @alex_ante29  @francisadetokunbo 😂😂",275860,893,912639211
1701298491908151263,🦁😤,441037,3209,912639211
1699745380269776045,"One of the coolest things I saw today! That’s the neighborhood I grew up in. #AKidFromSepolia @thanasis_ante43 @kostas__ante13 @alex_ante29 @francisadetokunbo",228567,658,912639211
1696115296551920777,"Thank you too all my fans around the world for the continuous support and motivation!! 😃✌🏾 @thanasis_ante43 @kostas__ante13 @alex_ante29 @francisadetokunbo",249924,1431,912639211
1688900946032367995,"Time flies!! @thanasis_ante43 😂😂😂 #Antetokounbros",154419,902,912639211
1684620583487585406,"10:28 🙏🏾💎 #GreatTeamWin",206265,1217,912639211
1682443101195783235,"That’s me right there! 👀 Happy new year!🎆",202278,1038,912639211
1678819719170596209,"Family ❤️!",169272,1380,912639211
1678074520106468992,"Bucket list ✔️ #WWEMondayRaw",182483,822,912639211
1673734973071622499,"I do it for my Dad, I do it for my family, I do it for my team, I do it for Milwaukee🦌.",376578,3688,912639211
1672908841111917888,🔒,193727,836,912639211
1666526417620575558,"Happy birthday big bro!! @ebled2",293592,1361,912639211
1666510471631734296,"Great team Win!! Don’t mind my lunch box😂😂 #FearTheDeer🦌",157948,576,912639211
1665769195055759259,"Great Team Win! #FearTheDeer🦌",184996,607,912639211
1664332232511467480,"A great day spent with great people!! ❤️",171604,766,912639211
1663641438007875161,"23 ✌🏾",267514,4127,912639211
1661443492294303933,"The reason I keep fighting night in and night out! #AlwaysThereSupporting",259810,912,912639211
1660364152475400593,"Everyone go and wish @garydwayne a happy birthday!! #25 #YouCantGuardMe 😂😂",98412,237,912639211
1654956031603068689,"You smile 😃 l smile✌🏾",285111,1318,912639211
1653879516035319221,"Check out this BMW spot I did featuring my little friend, Todd Aref! Shout out to #bmwmilwaukeenorth in Glendale, WI for their continued support and All Star Service! bmw #happythanksgiving #grateful""",63198,390,912639211
1652031186238120506,"Happy birthday to my little brother!! @kostas__ante13 🎉🎉🎈🎈🎁🎁 #ΟΝτουμπουισιΠουΕιναι?? 😂😂",108425,293,912639211
1650270382446673139,"#Mood  #Antetokounbros @kostas__ante13 @thanasis_ante43",125213,188,912639211
1649124505497845870,"Not everyone will understand what I’m talking about but the great ones do. -Kevin Garnett #OnAmission",252745,880,912639211
1646182947190221265,"My brother from another mother! @t.snell_  #26 #Win",236757,704,912639211
1643299049640873638,"My best Friend❤️",269316,1011,912639211
1643253323439477765,,212888,1301,912639211
1642956142421637714,"Family. Loyalty. Legacy. Excited to announce my long-term partnership with @NikeBasketball #FamilyOverEverything #Antetokoumbros #OnAMission @thanasis_ante43 @kostas__ante13 @alex_ante29  @francisadetokunbo",258230,2939,912639211
1641205747735130536,"@kostas__ante13 #Mood #BeastMode #Activated 🙏🏾",116753,243,912639211
1639340573202005378,"Go put some work in the new season of #NBALIVEMobile and make that rating go ⬆! Your path to greatness now: https://smart.link/59f34c9fc668a #EASponsored",96404,1149,912639211
1629149151865712195,"Even at 6’11, I was looking up to the talent on set at the @BMOHarrisBank shoot. See for yourself: http://bit.ly/2gjZTxN",97474,1263,912639211
